"Intake Date","Location","Intake Condition","Animal Type","Sex","Age","Color","Breed","Intake Total","Animal Id"
"5/21/2012  12:00:00 AM","4434 FRONTIER AUSTIN TX","NORMAL","DOG","S","2.00 yr","RED","CHIHUAHUA SH MIX",1,"A627720"
"5/21/2012  12:00:00 AM","12034 RESEARCH AUSTIN TX","NORMAL","DOG","N","2.00 yr","WHITE","POODLE MIN MIX",1,"A627724"
"5/21/2012  12:00:00 AM","1034 CLAYTON AUSTIN TX","NORMAL","CAT","F","2.14 wks","BRN TABBY","DOMESTIC SH MIX",1,"A627725"
"5/21/2012  12:00:00 AM","1034 CLAYTON AUSTIN TX","NORMAL","CAT","F","2.14 wks","BLUE WHITE","DOMESTIC SH MIX",1,"A627726"
"5/21/2012  12:00:00 AM","1034 CLAYTON AUSTIN TX","NORMAL","CAT","M","2.14 wks","WHITE SEAL PT","DOMESTIC SH MIX",1,"A627727"
"5/21/2012  12:00:00 AM","183 AT BREADBASKET GROCERY AUSTIN TX","NURSING","DOG","F","0.43 wks","BLACK TAN","MIN PINSCHER MIX",1,"A627732"
"5/21/2012  12:00:00 AM","5501 S. IH 35 AUSTIN TX","NORMAL","CAT","F","5.29 wks","BLACK","DOMESTIC SH MIX",1,"A627735"
"5/21/2012  12:00:00 AM","5414 BOLM RD AUSTIN TX","INJURED","CAT","U","4.29 wks","BLUE WHITE","DOMESTIC MH MIX",1,"A627736"
"5/21/2012  12:00:00 AM","1156 W CESAR CHAVEZ AUSTIN TX","NURSING","CAT","F","8.01 yr","SEAL PT","BALINESE MIX",5,"A627738"
"5/21/2012  12:00:00 AM","1156 W CESAR CHAVEZ AUSTIN TX","NURSING","CAT","M","5.29 wks","BRN TABBY WHITE","DOMESTIC SH MIX",5,"A627739"
"5/21/2012  12:00:00 AM","1156 W CESAR CHAVEZ AUSTIN TX","NURSING","CAT","M","5.29 wks","BRN TABBY","DOMESTIC SH MIX",5,"A627740"
"5/21/2012  12:00:00 AM","1156 W CESAR CHAVEZ AUSTIN TX","NURSING","CAT","F","5.29 wks","BRN TABBY WHITE","DOMESTIC SH MIX",5,"A627741"
"5/21/2012  12:00:00 AM","1156 W CESAR CHAVEZ AUSTIN TX","NURSING","CAT","F","5.29 wks","BLACK WHITE","DOMESTIC SH MIX",5,"A627743"
"5/21/2012  12:00:00 AM","2406 MOZELLE AUSTIN TX","SICK","CAT","M","4.00 wks","ORG TABBY WHITE","DOMESTIC SH MIX",1,"A627746"
"5/21/2012  12:00:00 AM","2406 MOZELLE AUSTIN TX","SICK","CAT","M","4.00 wks","BLACK WHITE","DOMESTIC SH MIX",1,"A627747"
"5/21/2012  12:00:00 AM","2406 MOZELLE AUSTIN TX","SICK","CAT","M","4.00 wks","BLACK","DOMESTIC MH MIX",1,"A627748"
"5/21/2012  12:00:00 AM","9015 COLLINFIELD DR AUSTIN TX","NORMAL","CAT","U","2.00 yr","BRN TABBY","DOMESTIC SH MIX",1,"A627749"
"5/21/2012  12:00:00 AM","2406 MOZELLE AUSTIN TX","SICK","CAT","M","4.00 wks","BLK TABBY","DOMESTIC MH MIX",1,"A627750"
"5/21/2012  12:00:00 AM","2406 MOZELLE AUSTIN TX","SICK","CAT","M","4.00 wks","BLUE TABBY WHITE","DOMESTIC SH MIX",1,"A627751"
"5/21/2012  12:00:00 AM","2406 MOZELLE AUSTIN TX","SICK","CAT","M","4.00 wks","BLACK WHITE","DOMESTIC MH MIX",1,"A627752"
"5/21/2012  12:00:00 AM","2406 MOZELLE AUSTIN TX","SICK","CAT","F","4.00 wks","BLUE TABBY WHITE","DOMESTIC SH MIX",1,"A627753"
"5/21/2012  12:00:00 AM","UNKNOWN AUSTIN TX","NORMAL","DOG","S","2.00 yr","BLACK TAN","BLACK/TAN HOUND MIX",1,"A627758"
"5/21/2012  12:00:00 AM","BOLM AND AIRPORT AUSTIN TX","NORMAL","CAT","F","3.29 wks","BLACK","DOMESTIC SH MIX",1,"A627760"
"5/21/2012  12:00:00 AM","1412 RONSOM PFLUGERVILLE TX","NORMAL","CAT","F","3.29 wks","FLAME PT","SIAMESE MIX",4,"A627761"
"5/21/2012  12:00:00 AM","1412 RONSOM PFLUGERVILLE TX","NORMAL","CAT","M","3.29 wks","FLAME PT","SIAMESE MIX",4,"A627762"
"5/21/2012  12:00:00 AM","1412 RONSOM PFLUGERVILLE TX","NORMAL","CAT","M","3.29 wks","BLUE","SIAMESE MIX",4,"A627763"
"5/21/2012  12:00:00 AM","1412 RONSOM PFLUGERVILLE TX","NORMAL","CAT","M","3.29 wks","CRM TABBY WHITE","SIAMESE MIX",4,"A627764"
"5/21/2012  12:00:00 AM","RIVERSIDE DR IN DITCH AUSTIN TX","NORMAL","DOG","F","6.43 wks","BLUE MERLE","DACHSHUND MIX",2,"A627765"
"5/21/2012  12:00:00 AM","RIVERSIDE DR IN DITCH AUSTIN TX","NORMAL","DOG","M","6.43 wks","TRICOLOR","DACHSHUND MIX",2,"A627766"
"5/21/2012  12:00:00 AM","6908 VILLITA AVENIDA AUSTIN TX","NORMAL","CAT","F","5.29 wks","BRN TABBY WHITE","DOMESTIC SH MIX",2,"A627770"
"5/21/2012  12:00:00 AM","6908 VILLITA AVENIDA AUSTIN TX","NORMAL","CAT","F","5.29 wks","BRN TABBY","DOMESTIC SH MIX",2,"A627771"
"5/21/2012  12:00:00 AM","6941 FELIPE DRIVE AUSTIN TX","NORMAL","CAT","N","2.00 yr","BRN TABBY WHITE","DOMESTIC SH MIX",1,"A627773"
"5/21/2012  12:00:00 AM","620 AND 2222 TRAVIS TX","NORMAL","CAT","M","7.71 wks","CRM TABBY","DOMESTIC MH MIX",1,"A627774"
"5/21/2012  12:00:00 AM","9015 COLLINFIELD DRIVE AUSTIN TX","NORMAL","CAT","U","2.00 yr","BLUE TABBY","DOMESTIC SH MIX",1,"A627775"
"5/21/2012  12:00:00 AM","8619 PUTNAM DRIVE AUSTIN TX","NORMAL","CAT","F","1.00 yr","TORBIE","DOMESTIC SH MIX",4,"A627777"
"5/21/2012  12:00:00 AM","8619 PUTNAM DRIVE AUSTIN TX","NORMAL","CAT","M","8.71 wks","BLUE TABBY","DOMESTIC SH MIX",4,"A627782"
"5/21/2012  12:00:00 AM","8619 PUTNAM DRIVE AUSTIN TX","NORMAL","CAT","F","5.29 wks","BRN TABBY","DOMESTIC SH MIX",4,"A627783"
"5/21/2012  12:00:00 AM","8619 PUTNAM DRIVE AUSTIN TX","NORMAL","CAT","M","5.29 wks","BRN TABBY","DOMESTIC SH MIX",4,"A627784"
"5/21/2012  12:00:00 AM","4712 E MLK AUSTIN TX","SICK","DOG","M","9.13 mo","BLACK WHITE","PIT BULL MIX",1,"A627789"
"5/21/2012  12:00:00 AM","14800 GREAT EAGLE AUSTIN TX","NORMAL","CAT","F","6.43 wks","TORBIE","DOMESTIC SH MIX",1,"A627791"
"5/21/2012  12:00:00 AM","14800 GREAT EAGLE AUSTIN TX","NORMAL","CAT","F","6.43 wks","TORBIE","DOMESTIC SH MIX",1,"A627792"
"5/21/2012  12:00:00 AM","14800 GREAT EAGLE AUSTIN TX","NORMAL","CAT","F","6.43 wks","TORBIE","DOMESTIC SH MIX",1,"A627793"
"5/21/2012  12:00:00 AM","14800 GREAT EAGLE AUSTIN TX","NORMAL","CAT","M","6.43 wks","ORG TABBY WHITE","DOMESTIC SH MIX",1,"A627794"
"5/21/2012  12:00:00 AM","SLAUGHTER LN AUSTIN TX","NORMAL","DOG","S","4.87 mo","BLACK WHITE","BRUSS GRIFFON MIX",1,"A627797"
"5/21/2012  12:00:00 AM","12TH AND SPRINGDALE AUSTIN TX","NORMAL","DOG","N","8.71 wks","BLACK TAN","BLACK/TAN HOUND ROTTWEILER",1,"A627798"
"5/21/2012  12:00:00 AM","RICHCREEK DR AND WOODROW AUSTIN TX","AGED","CAT","N","17.01 yr","BLUE PT","SIAMESE MIX",1,"A627800"
"5/21/2012  12:00:00 AM","7216 WARDMAN DR DEL VALLE TX","NORMAL","CAT","M","4.29 wks","LYNX PT","SIAMESE MIX",1,"A627805"
"5/21/2012  12:00:00 AM","7216 WARDMAN DR DEL VALLE TX","NORMAL","CAT","M","4.29 wks","LYNX PT","SIAMESE MIX",1,"A627806"
"5/21/2012  12:00:00 AM","DEBUQUE LN AUSTIN TX","NORMAL","DOG","M","4.00 yr","WHITE","CHIHUAHUA SH MIX",1,"A627807"
"5/21/2012  12:00:00 AM","2719 E 22ND AUSTIN TX","SICK","CAT","F","3.14 wks","WHITE","DOMESTIC SH MIX",1,"A627808"
"5/21/2012  12:00:00 AM","4613 CREEK BEND DR AUSTIN TX","NORMAL","CAT","M","6.43 wks","BLACK","DOMESTIC SH MIX",1,"A627809"
"5/21/2012  12:00:00 AM","4613 CREEK BEND DR AUSTIN TX","NORMAL","CAT","F","6.43 wks","BLACK","DOMESTIC SH MIX",1,"A627810"
"5/21/2012  12:00:00 AM","4613 CREEK BEND DR AUSTIN TX","NORMAL","CAT","M","6.43 wks","BRN TABBY","DOMESTIC SH MIX",1,"A627811"
"5/21/2012  12:00:00 AM","PARIS AND WESTGATE AUSTIN TX","NORMAL","CAT","N","5.50 yr","BLACK","DOMESTIC SH MIX",1,"A627812"
"5/21/2012  12:00:00 AM","AUSTIN TX","NORMAL","CAT","S","8.01 yr","LYNX PT","SNOWSHOE MIX",1,"A627813"
"5/21/2012  12:00:00 AM","STASSNEY LN AUSTIN TX","NORMAL","DOG","F","3.00 yr","BUFF","CHIHUAHUA SH MIX",1,"A627814"
"5/21/2012  12:00:00 AM","3808 TOWNER VIEW CT AUSTIN TX","NORMAL","CAT","M","6.43 wks","BLUE TABBY","DOMESTIC SH MIX",1,"A627815"
"5/21/2012  12:00:00 AM","3808 TOWNER VIEW CT AUSTIN TX","NORMAL","CAT","M","6.43 wks","BRN TABBY","DOMESTIC SH MIX",1,"A627816"
"5/21/2012  12:00:00 AM","3808 TOWNER VIEW CT AUSTIN TX","NORMAL","CAT","F","6.43 wks","BRN TABBY WHITE","DOMESTIC SH MIX",1,"A627817"
"5/21/2012  12:00:00 AM","RIVERSIDE AND BEN WHITE AUSTIN TX","NORMAL","CAT","F","3.14 wks","LYNX PT","SNOWSHOE MIX",1,"A627818"
"5/21/2012  12:00:00 AM","7610 CAMERON RD AUSTIN TX","NORMAL","DOG","N","1.00 yr","WHITE TAN","JACK RUSS TERR MIX",1,"A627819"
"5/21/2012  12:00:00 AM","THUMOND AND LAMAR AUSTIN TX","NORMAL","DOG","S","5.00 mo","RED BLACK","SCHNAUZER MIN YORKSHIRE TERR",1,"A627820"
"5/21/2012  12:00:00 AM","UNKNOWN TRAVIS TX","NORMAL","CAT","M","6.43 wks","BRN TABBY","DOMESTIC SH MIX",1,"A627824"
"5/21/2012  12:00:00 AM","MARCUS ABRAMS AND OLYMPIC HIEGHTS TRAVIS TX","NORMAL","DOG","S","9.01 yr","BR BRINDLE","PLOTT HOUND MIX",2,"A627836"
"5/21/2012  12:00:00 AM","MARCUS ABRAMS AND OLYMPIC HIEGHTS TRAVIS TX","NORMAL","DOG","S","12.01 yr","BR BRINDLE","GREYHOUND MIX",2,"A627837"
"5/22/2012  12:00:00 AM","FM 620 AUSTIN TX","NORMAL","DOG","N","6.01 yr","TAN BR BRINDLE","GERM SHEPHERD MIX",1,"A627841"
"5/22/2012  12:00:00 AM","4434 FRONTIER AUSTIN TX","INJURED","DOG","M","2.00 yr","BROWN WHITE","CHIHUAHUA SH MIX",1,"A627842"
"5/21/2012  12:00:00 AM","AUSTIN TX","SICK","CAT","N","16.01 yr","GRAY","DOMESTIC LH MIX",1,"A627846"
"5/22/2012  12:00:00 AM","1118 CHRISTINE AUSTIN TX","SICK","CAT","U","4.29 wks","BRN TABBY","DOMESTIC SH MIX",1,"A627847"
"5/22/2012  12:00:00 AM","211 E LISA DRIVE AUSTIN TX","NORMAL","CAT","F","4.29 wks","BLACK WHITE","DOMESTIC SH MIX",1,"A627851"
"5/22/2012  12:00:00 AM","1101 WHEATLEY AUSTIN TX","NORMAL","CAT","M","4.29 wks","BRN TABBY WHITE","DOMESTIC SH MIX",1,"A627855"
"5/22/2012  12:00:00 AM","1503 CREEK HOLLOW AUSTIN TX","NORMAL","DOG","S","6.01 yr","BUFF","LABRADOR RETR MIX",1,"A627856"
"5/22/2012  12:00:00 AM","2510 LEHIGH DR AUSTIN TX","NORMAL","CAT","M","2.00 yr","BLACK","DOMESTIC SH MIX",2,"A627858"
"5/22/2012  12:00:00 AM","2503 E. 2ND ST AUSTIN TX","NORMAL","CAT","F","2.00 yr","BRN TABBY WHITE","DOMESTIC SH MIX",1,"A627859"
"5/22/2012  12:00:00 AM","2510 LEHIGH DR AUSTIN TX","NORMAL","CAT","F","2.00 yr","BRN TABBY","DOMESTIC MH MIX",2,"A627860"
"5/22/2012  12:00:00 AM","7701 CROFTWOOD AUSTIN TX","NORMAL","DOG","S","2.00 yr","WHITE BROWN","CHIHUAHUA SH MIX",5,"A627862"
"5/22/2012  12:00:00 AM","7701 CROFTWOOD AUSTIN TX","INJURED","CAT","F","1.33 yr","BRN TABBY WHITE","DOMESTIC SH MIX",5,"A627864"
"5/22/2012  12:00:00 AM","7701 CROFTWOOD AUSTIN TX","INJURED","CAT","U","4.71 wks","WHITE","DOMESTIC LH MIX",5,"A627865"
"5/22/2012  12:00:00 AM","7701 CROFTWOOD AUSTIN TX","INJURED","CAT","U","4.71 wks","BRN TABBY BLACK","DOMESTIC LH MIX",5,"A627866"
"5/22/2012  12:00:00 AM","5612 NETLEAF AUSTIN TX","INJURED","CAT","S","8.01 yr","BRN TABBY","DOMESTIC SH MIX",1,"A627868"
"5/22/2012  12:00:00 AM","GROVE BLVD AUSTIN TX","NORMAL","DOG","F","5.07 mo","BLACK WHITE","LABRADOR RETR MIX",1,"A627870"
"5/22/2012  12:00:00 AM","LAKE VIEW TRL AUSTIN TX","NORMAL","DOG","N","4.03 mo","BLACK WHITE","LABRADOR RETR MIX",1,"A627871"
"5/23/2012  12:00:00 AM","AUSTIN TX","NORMAL","DOG","N","1.00 yr","BR BRINDLE WHITE","BOSTON TERRIER MIX",1,"A627872"
"5/22/2012  12:00:00 AM","BETHUNE AVE AUSTIN TX","NORMAL","CAT","M","5.00 wks","BRN TABBY","DOMESTIC SH MIX",1,"A627874"
"5/22/2012  12:00:00 AM","GLEN FALLOCH CT AUSTIN TX","NORMAL","DOG","F","2.00 yr","BLACK","GERM SHEPHERD MIX",1,"A627876"
"5/22/2012  12:00:00 AM","4832 HWY 71 EAST DEL VALLE TX","NURSING","CAT","F","1.50 yr","TORTIE","DOMESTIC MH MIX",5,"A627877"
"5/22/2012  12:00:00 AM","4832 HWY 71 EAST DEL VALLE TX","NURSING","CAT","F","1.29 wks","TORTIE","DOMESTIC MH MIX",5,"A627878"
"5/22/2012  12:00:00 AM","4832 HWY 71 EAST DEL VALLE TX","NURSING","CAT","M","1.29 wks","BLUE","DOMESTIC MH MIX",5,"A627879"
"5/22/2012  12:00:00 AM","4832 HWY 71 EAST DEL VALLE TX","NURSING","CAT","F","1.29 wks","CRM TABBY","DOMESTIC MH MIX",5,"A627880"
"5/22/2012  12:00:00 AM","4832 HWY 71 EAST DEL VALLE TX","NURSING","CAT","F","1.29 wks","ORG TABBY","DOMESTIC MH MIX",5,"A627881"
"5/22/2012  12:00:00 AM","2331 CESAR CHAVEZ AUSTIN TX","NORMAL","CAT","F","10.17 mo","BRN TABBY","DOMESTIC SH MIX",1,"A627883"
"5/22/2012  12:00:00 AM","5101 HEREFORD AUSTIN TX","NORMAL","CAT","F","2.00 yr","BRN TABBY WHITE","DOMESTIC SH MIX",4,"A627885"
"5/22/2012  12:00:00 AM","12419 METRIC AUSTIN TX","NORMAL","CAT","M","5.29 wks","ORG TABBY","DOMESTIC SH MIX",3,"A627886"
"5/22/2012  12:00:00 AM","12419 METRIC AUSTIN TX","NORMAL","CAT","M","5.29 wks","ORG TABBY WHITE","DOMESTIC SH MIX",3,"A627887"
"5/22/2012  12:00:00 AM","12419 METRIC AUSTIN TX","NORMAL","CAT","F","5.29 wks","ORG TABBY","DOMESTIC SH MIX",3,"A627888"
"5/22/2012  12:00:00 AM","5101 HEREFORD AUSTIN TX","NORMAL","CAT","M","5.29 wks","BRN TABBY WHITE","DOMESTIC SH MIX",4,"A627889"
"5/22/2012  12:00:00 AM","5101 HEREFORD AUSTIN TX","NORMAL","CAT","M","5.29 wks","BRN TABBY","DOMESTIC SH MIX",4,"A627890"
"5/22/2012  12:00:00 AM","5101 HEREFORD AUSTIN TX","NORMAL","CAT","F","5.29 wks","BRN TABBY","DOMESTIC SH MIX",4,"A627891"
"5/22/2012  12:00:00 AM","AUSTIN TX","NORMAL","CAT","U","0.43 wks","BLACK","DOMESTIC SH MIX",3,"A627892"
"5/22/2012  12:00:00 AM","AUSTIN TX","NORMAL","CAT","U","0.43 wks","BRN TABBY","DOMESTIC SH MIX",3,"A627893"
"5/22/2012  12:00:00 AM","AUSTIN TX","NORMAL","CAT","U","0.43 wks","WHITE","DOMESTIC SH MIX",3,"A627894"
"5/22/2012  12:00:00 AM","2212 PALMERA AUSTIN TX","SICK","CAT","M","5.01 yr","ORG TABBY","DOMESTIC SH MIX",1,"A627895"
"5/22/2012  12:00:00 AM","LASSANT CV AUSTIN TX","NORMAL","CAT","M","4.29 wks","BLACK","DOMESTIC SH MIX",2,"A627897"
"5/22/2012  12:00:00 AM","LASSANT CV AUSTIN TX","NORMAL","CAT","M","4.29 wks","BLUE TABBY","DOMESTIC SH MIX",2,"A627898"
"5/22/2012  12:00:00 AM","1416 MONTOPOLIS AUSTIN TX","NORMAL","DOG","S","9.01 yr","BLACK GRAY","CHIHUAHUA SH MIX",1,"A627900"
"5/22/2012  12:00:00 AM","THOMPSON ST AUSTIN TX","NORMAL","CAT","F","5.29 wks","BLUE TABBY","DOMESTIC SH MIX",3,"A627901"
"5/22/2012  12:00:00 AM","THOMPSON ST AUSTIN TX","NORMAL","CAT","F","5.29 wks","TORTIE","DOMESTIC SH MIX",3,"A627902"
"5/22/2012  12:00:00 AM","THOMPSON ST AUSTIN TX","NORMAL","CAT","M","5.29 wks","CRM TABBY","DOMESTIC SH MIX",3,"A627903"
"5/22/2012  12:00:00 AM","SOUTH 1ST ST/WILLIAM CANNON DR AUSTIN TX","NORMAL","DOG","S","3.00 yr","BLACK","SCHNAUZER MIN MIX",1,"A627904"
"5/22/2012  12:00:00 AM","2006 BIG VALLEY TRAVIS TX","NORMAL","DOG","S","8.71 wks","TRICOLOR BLUE TICK","BLUETICK HOUND MIX",1,"A627905"
"5/22/2012  12:00:00 AM","AUSTIN TX","NORMAL","CAT","M","4.29 wks","BRN TABBY WHITE","DOMESTIC MH MIX",5,"A627920"
"5/22/2012  12:00:00 AM","AUSTIN TX","NORMAL","CAT","F","4.29 wks","TORBIE","DOMESTIC SH MIX",5,"A627921"
"5/22/2012  12:00:00 AM","AUSTIN TX","NORMAL","CAT","M","4.29 wks","SEAL PT","SIAMESE MIX",5,"A627922"
"5/22/2012  12:00:00 AM","AUSTIN TX","NORMAL","CAT","M","4.29 wks","BLACK WHITE","DOMESTIC SH MIX",5,"A627923"
"5/22/2012  12:00:00 AM","AUSTIN TX","NORMAL","CAT","F","4.29 wks","BRN TABBY","DOMESTIC SH MIX",5,"A627924"
"5/22/2012  12:00:00 AM","8300 HIGHWAY 290 W AUSTIN TX","NORMAL","DOG","S","2.00 yr","CHOCOLATE TAN","CHIHUAHUA SH",1,"A627925"
"5/22/2012  12:00:00 AM","4434 FRONTIER AUSTIN TX","NORMAL","DOG","F","5.00 wks","BR BRINDLE","PIT BULL MIX",1,"A627926"
"5/22/2012  12:00:00 AM","REBECCA  DRIVE AUSTIN TX","NORMAL","CAT","M","4.29 wks","BLACK WHITE","DOMESTIC SH MIX",1,"A627927"
"5/23/2012  12:00:00 AM","12227 TANGLEWILD AUSTIN TX","NORMAL","DOG","N","4.01 yr","WHITE TRICOLOR","AUST CATTLE DOG LABRADOR RETR",1,"A627928"
"5/22/2012  12:00:00 AM","ROSEWOOD/SPRINGDALE AUSTIN TX","NORMAL","CAT","F","8.71 wks","BRN TABBY WHITE","DOMESTIC SH MIX",1,"A627930"
"5/22/2012  12:00:00 AM","2941 MOSS ST AUSTIN TX","NORMAL","CAT","U","5.01 yr","BRN TABBY WHITE","DOMESTIC SH MIX",1,"A627931"
"5/22/2012  12:00:00 AM","N 620 AUSTIN TX","NORMAL","CAT","S","10.01 yr","CALICO","DOMESTIC SH MIX",1,"A627932"
"5/22/2012  12:00:00 AM","N 620 AUSTIN TX","NORMAL","CAT","N","6.01 yr","BLACK","DOMESTIC SH MIX",1,"A627933"
"5/23/2012  12:00:00 AM","12034 RESEARCH BLVD AUSTIN TX","NORMAL","CAT","M","6.43 wks","SEAL PT","DOMESTIC SH MIX",2,"A627934"
"5/23/2012  12:00:00 AM","12034 RESEARCH BLVD AUSTIN TX","NORMAL","CAT","M","6.43 wks","SEAL PT","DOMESTIC SH MIX",2,"A627935"
"5/23/2012  12:00:00 AM","7201 LEVANDER LOOP AUSTIN TX","SICK","DOG","M","4.03 mo","TAN BLACK","COLLIE ROUGH MIX",1,"A627938"
"5/23/2012  12:00:00 AM","4106 N LAMAR BLVD AUSTIN TX","SICK","CAT","N","13.01 yr","ORG TABBY","DOMESTIC SH MIX",1,"A627945"
"5/23/2012  12:00:00 AM","904 E 56TH ST AUSTIN TX","NORMAL","DOG","F","2.00 yr","BR BRINDLE","PIT BULL MIX",1,"A627947"
"5/23/2012  12:00:00 AM","300 W WHEELER MANOR TX","NORMAL","DOG","M","2.00 yr","BLACK WHITE","PIT BULL MIX",1,"A627948"
"5/23/2012  12:00:00 AM","7201 LEVANDER LOOP AUSTIN TX","NORMAL","DOG","S","8.01 yr","BLACK TAN","ROTTWEILER MIX",1,"A627950"
"5/23/2012  12:00:00 AM","16409 BRATTON AUSTIN TX","SICK","DOG","F","2.00 yr","WHITE TAN","BOXER MIX",1,"A627952"
"5/23/2012  12:00:00 AM","35 AND MLK AUSTIN TX","INJURED","CAT","M","3.14 wks","BLACK","DOMESTIC SH MIX",1,"A627953"
"5/23/2012  12:00:00 AM","203 VICTOR AUSTIN TX","NORMAL","DOG","M","2.00 yr","BLUE","AM PIT BULL TER MIX",1,"A627954"
"5/23/2012  12:00:00 AM","13005 HEINMANN DR #1316 AUSTIN TX","NORMAL","CAT","N","5.01 yr","BLACK","DOMESTIC MH",1,"A627956"
"5/23/2012  12:00:00 AM","183/ANDERSON MILL RD AUSTIN TX","NORMAL","DOG","F","4.03 mo","BR BRINDLE WHITE","PIT BULL MIX",2,"A627963"
"5/23/2012  12:00:00 AM","183/ANDERSON MILL RD AUSTIN TX","NORMAL","DOG","M","4.03 mo","BR BRINDLE","PIT BULL MIX",2,"A627964"
"5/23/2012  12:00:00 AM","5101 ACORN CV  B AUSTIN TX","NORMAL","DOG","M","2.00 yr","TAN WHITE","PIT BULL MIX",1,"A627967"
"5/23/2012  12:00:00 AM","8701 WEST PARMER LN AUSTIN TX","NORMAL","CAT","M","8.71 wks","WHITE BLK TABBY","DOMESTIC LH MIX",1,"A627969"
"5/23/2012  12:00:00 AM","PAYTON GIN AND W. ANDERSON AUSTIN TX","NORMAL","CAT","M","2.14 wks","BRN TABBY","DOMESTIC SH MIX",2,"A627970"
"5/23/2012  12:00:00 AM","PAYTON GIN AND W. ANDERSON AUSTIN TX","NORMAL","CAT","F","2.14 wks","BRN TABBY","DOMESTIC SH MIX",2,"A627972"
"5/23/2012  12:00:00 AM","2413 LAKEHURST AUSTIN TX","NORMAL","DOG","S","10.86 wks","TAN","CHIHUAHUA SH MIX",1,"A627973"
"5/23/2012  12:00:00 AM","ST. JOHNS AND EAST CROSLIN AUSTIN TX","SICK","DOG","M","3.00 yr","WHITE TAN","BOXER POINTER",1,"A627974"
"5/23/2012  12:00:00 AM","6200 STILES CV. AUSTIN TX","NORMAL","DOG","S","5.01 yr","TAN WHITE","CHIHUAHUA SH MIX",1,"A627978"
"5/23/2012  12:00:00 AM","301 W. HAROLD AUSTIN TX","NORMAL","CAT","M","12.86 wks","ORANGE","AMER SH MIX",1,"A627996"
"5/23/2012  12:00:00 AM","911 MATTHEWS LN AUSTIN TX","NORMAL","DOG","N","7.01 yr","TRICOLOR","BEAGLE",1,"A628000"
"5/23/2012  12:00:00 AM","7106 ASTRO VIEW AUSTIN TX","NORMAL","DOG","F","1.00 yr","TAN","GERM SHEPHERD MIX",1,"A628002"
"5/23/2012  12:00:00 AM","15TH ST AUSTIN TX","NORMAL","CAT","S","6.00 yr","BRN TABBY","DOMESTIC SH MIX",1,"A628013"
"5/23/2012  12:00:00 AM","BULL CREEK & 50TH ST AUSTIN TX","NORMAL","DOG","S","5.01 yr","YELLOW","LABRADOR RETR MIX",2,"A628014"
"5/23/2012  12:00:00 AM","BULL CREEK & 50TH ST AUSTIN TX","NORMAL","DOG","S","8.00 yr","YELLOW","LABRADOR RETR MIX",2,"A628015"
"5/23/2012  12:00:00 AM","N PLAZA CT AUSTIN TX","NORMAL","CAT","M","8.71 wks","BRN TABBY","DOMESTIC SH MIX",3,"A628016"
"5/23/2012  12:00:00 AM","N PLAZA CT AUSTIN TX","NORMAL","CAT","F","8.71 wks","BRN TABBY","DOMESTIC SH MIX",3,"A628017"
"5/23/2012  12:00:00 AM","N PLAZA CT AUSTIN TX","NORMAL","CAT","M","8.71 wks","BLUE TABBY","DOMESTIC SH MIX",3,"A628018"
"5/23/2012  12:00:00 AM","AUSTIN TX","SICK","DOG","M","4.29 wks","WHITE BROWN","PIT BULL MIX",1,"A628019"
"5/23/2012  12:00:00 AM","MARY MOORE SEAWRIGHT AUSTIN TX","NORMAL","DOG","N","7.01 yr","BROWN WHITE","NORFOLK TERRIER MIX",1,"A628022"
"5/24/2012  12:00:00 AM","AUSTIN TX","INJURED","CAT","U","4.29 wks","BLACK WHITE","DOMESTIC SH MIX",1,"A628025"
"5/24/2012  12:00:00 AM","6908 VILLITA AVENIDA AUSTIN TX","NORMAL","DOG","F","6.01 yr","TAN","COCKER SPAN MIX",1,"A628026"
"5/24/2012  12:00:00 AM","S 1ST/CUMBERLAND AUSTIN TX","NORMAL","DOG","N","1.50 yr","BLUE MERLE WHITE","DACHSHUND MIX",1,"A628027"
"5/24/2012  12:00:00 AM","BRUCE JENNER AUSTIN TX","NORMAL","CAT","F","4.29 wks","TORTIE","DOMESTIC SH MIX",1,"A628029"
"5/24/2012  12:00:00 AM","BRUCE JENNER AUSTIN TX","NORMAL","CAT","M","4.29 wks","BLACK WHITE","DOMESTIC SH MIX",1,"A628030"
"5/24/2012  12:00:00 AM","PLEASANT VALLEY AND THORNWOOD DR AUSTIN TX","NORMAL","DOG","M","4.00 yr","BLACK WHITE","BORDER COLLIE MIX",1,"A628032"
"5/24/2012  12:00:00 AM","DECKER AND WEST CRESS AUSTIN TX","NORMAL","CAT","M","3.14 wks","BRN TABBY","DOMESTIC SH MIX",4,"A628039"
"5/24/2012  12:00:00 AM","DECKER AND WEST CRESS AUSTIN TX","NORMAL","CAT","F","3.14 wks","TORBIE","DOMESTIC SH MIX",4,"A628040"
"5/24/2012  12:00:00 AM","DECKER AND WEST CRESS AUSTIN TX","NORMAL","CAT","F","3.14 wks","BRN TABBY","DOMESTIC LH MIX",4,"A628041"
"5/24/2012  12:00:00 AM","DECKER AND WEST CRESS AUSTIN TX","NORMAL","CAT","F","3.14 wks","LYNX PT","SIAMESE MIX",4,"A628042"
"5/24/2012  12:00:00 AM","6201 SNEED COVE AUSTIN TX","NORMAL","CAT","F","4.29 wks","BLUE TABBY WHITE","DOMESTIC SH MIX",2,"A628043"
